,Unnamed: 0,job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary,salary_currency,salary_in_usd,company_location,company_size,experience_encoded,company_encoded,job_category,job_cat_encoded,job_clean,residence_category,region_encoded,map_category,map_encoded
5882,5882,Machine Learning Engineer,Entry-level,Full-time,On-site,2022,United States,83000,USD,83000,United States,Large,0.0,0.0,Machine Learning / AI,6,6,North America,5,North America,5
5883,5883,Data Scientist,Senior-level,Full-time,On-site,2022,United States,186000,USD,186000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
5884,5884,Data Scientist,Senior-level,Full-time,On-site,2022,United States,148800,USD,148800,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
5885,5885,Data Analyst,Senior-level,Full-time,On-site,2022,United States,112900,USD,112900,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5886,5886,Data Analyst,Senior-level,Full-time,On-site,2022,United States,90320,USD,90320,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5887,5887,ML Engineer,Senior-level,Full-time,On-site,2022,United States,240000,USD,240000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
5888,5888,ML Engineer,Senior-level,Full-time,On-site,2022,United States,160000,USD,160000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
5889,5889,Data Science Manager,Senior-level,Full-time,Remote,2022,United States,300000,USD,300000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
5890,5890,Data Science Manager,Senior-level,Full-time,Remote,2022,United States,200000,USD,200000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
5891,5891,AI Scientist,Mid-level,Full-time,Remote,2022,India,200000,USD,200000,United States,Large,2.0,0.0,Other,8,8,Asia Developing,2,North America,5
5892,5892,AI Scientist,Mid-level,Full-time,On-site,2022,United States,120000,USD,120000,United States,Medium,2.0,1.0,Other,8,8,North America,5,North America,5
5893,5893,Data Analyst,Senior-level,Full-time,Remote,2022,United States,112900,USD,112900,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5894,5894,Data Analyst,Senior-level,Full-time,Remote,2022,United States,90320,USD,90320,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5895,5895,Data Analytics Manager,Senior-level,Full-time,Remote,2022,United States,145000,USD,145000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5896,5896,Data Analytics Manager,Senior-level,Full-time,Remote,2022,United States,105400,USD,105400,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5897,5897,Data Scientist,Senior-level,Full-time,Remote,2022,United States,215300,USD,215300,United States,Large,3.0,0.0,Data Scientist,5,5,North America,5,North America,5
5898,5898,Data Scientist,Senior-level,Full-time,Remote,2022,United States,158200,USD,158200,United States,Large,3.0,0.0,Data Scientist,5,5,North America,5,North America,5
5899,5899,Data Engineer,Senior-level,Full-time,Remote,2022,United States,209100,USD,209100,United States,Large,3.0,0.0,Data Engineer,3,3,North America,5,North America,5
5900,5900,Data Engineer,Senior-level,Full-time,Remote,2022,United States,154600,USD,154600,United States,Large,3.0,0.0,Data Engineer,3,3,North America,5,North America,5
5901,5901,Data Analyst,Senior-level,Full-time,On-site,2022,United States,115934,USD,115934,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5902,5902,Data Analyst,Senior-level,Full-time,On-site,2022,United States,81666,USD,81666,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5903,5903,Data Engineer,Senior-level,Full-time,Remote,2022,United States,155000,USD,155000,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
5904,5904,Data Analyst,Senior-level,Full-time,On-site,2022,United States,164000,USD,164000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5905,5905,Data Analyst,Senior-level,Full-time,On-site,2022,United States,132000,USD,132000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5906,5906,Data Scientist,Senior-level,Full-time,Remote,2022,United States,123000,USD,123000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
5907,5907,Data Engineer,Senior-level,Full-time,Remote,2022,United States,165400,USD,165400,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
5908,5908,Data Engineer,Senior-level,Full-time,Remote,2022,United States,132320,USD,132320,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
5909,5909,Data Architect,Senior-level,Full-time,Remote,2022,United States,208775,USD,208775,United States,Medium,3.0,1.0,Architecture / Modeling,0,0,North America,5,North America,5
5910,5910,Data Architect,Senior-level,Full-time,Remote,2022,United States,147800,USD,147800,United States,Medium,3.0,1.0,Architecture / Modeling,0,0,North America,5,North America,5
5911,5911,Data Engineer,Senior-level,Full-time,Remote,2022,United States,136994,USD,136994,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
5912,5912,Data Engineer,Senior-level,Full-time,Remote,2022,United States,101570,USD,101570,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
5913,5913,Data Engineer,Senior-level,Full-time,Remote,2022,United States,183600,USD,183600,United States,Large,3.0,0.0,Data Engineer,3,3,North America,5,North America,5
5914,5914,Data Engineer,Senior-level,Full-time,Remote,2022,United States,100800,USD,100800,United States,Large,3.0,0.0,Data Engineer,3,3,North America,5,North America,5
5915,5915,Data Scientist,Senior-level,Full-time,On-site,2022,United States,215300,USD,215300,United States,Large,3.0,0.0,Data Scientist,5,5,North America,5,North America,5
5916,5916,Data Scientist,Senior-level,Full-time,On-site,2022,United States,140400,USD,140400,United States,Large,3.0,0.0,Data Scientist,5,5,North America,5,North America,5
5917,5917,Data Scientist,Senior-level,Full-time,Remote,2022,United States,260000,USD,260000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
5918,5918,Data Engineer,Mid-level,Full-time,On-site,2022,United States,82900,USD,82900,United States,Medium,2.0,1.0,Data Engineer,3,3,North America,5,North America,5
5919,5919,Data Engineer,Mid-level,Full-time,On-site,2022,United States,63900,USD,63900,United States,Medium,2.0,1.0,Data Engineer,3,3,North America,5,North America,5
5920,5920,Machine Learning Scientist,Mid-level,Full-time,Remote,2022,United States,160000,USD,160000,United States,Large,2.0,0.0,Machine Learning / AI,6,6,North America,5,North America,5
5921,5921,Machine Learning Scientist,Mid-level,Full-time,Remote,2022,United States,112300,USD,112300,United States,Large,2.0,0.0,Machine Learning / AI,6,6,North America,5,North America,5
5922,5922,Data Science Manager,Mid-level,Full-time,Remote,2022,United States,241000,USD,241000,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
5923,5923,Data Science Manager,Mid-level,Full-time,Remote,2022,United States,159000,USD,159000,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
5924,5924,Data Scientist,Senior-level,Full-time,On-site,2022,United States,80000,USD,80000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
5925,5925,Data Analyst,Mid-level,Full-time,On-site,2022,United States,58000,USD,58000,United States,Small,2.0,2.0,Data Analyst,2,2,North America,5,North America,5
5926,5926,Data Engineer,Senior-level,Full-time,On-site,2022,United States,136000,USD,136000,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
5927,5927,Data Engineer,Senior-level,Full-time,On-site,2022,United States,108800,USD,108800,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
5928,5928,Data Engineer,Executive-level,Full-time,Remote,2022,United States,242000,USD,242000,United States,Medium,1.0,1.0,Data Engineer,3,3,North America,5,North America,5
5929,5929,Data Engineer,Executive-level,Full-time,Remote,2022,United States,200000,USD,200000,United States,Medium,1.0,1.0,Data Engineer,3,3,North America,5,North America,5
5930,5930,Data Scientist,Senior-level,Full-time,Remote,2022,United States,165220,USD,165220,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
5931,5931,Data Scientist,Senior-level,Full-time,Remote,2022,United States,120160,USD,120160,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
5932,5932,Data Analyst,Senior-level,Full-time,Remote,2022,United States,124190,USD,124190,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5933,5933,Data Engineer,Senior-level,Full-time,On-site,2022,United States,181940,USD,181940,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
5934,5934,Data Engineer,Senior-level,Full-time,On-site,2022,United States,132320,USD,132320,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
5935,5935,Data Engineer,Senior-level,Full-time,On-site,2022,United States,220110,USD,220110,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
5936,5936,Data Engineer,Senior-level,Full-time,On-site,2022,United States,160080,USD,160080,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
5937,5937,Data Scientist,Senior-level,Full-time,On-site,2022,United States,180000,USD,180000,United States,Large,3.0,0.0,Data Scientist,5,5,North America,5,North America,5
5938,5938,Data Scientist,Senior-level,Full-time,On-site,2022,United States,120000,USD,120000,United States,Large,3.0,0.0,Data Scientist,5,5,North America,5,North America,5
5939,5939,Data Analyst,Mid-level,Full-time,On-site,2022,United States,126500,USD,126500,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
5940,5940,Data Analyst,Mid-level,Full-time,On-site,2022,United States,106260,USD,106260,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
5941,5941,Data Analyst,Senior-level,Full-time,On-site,2022,United States,116000,USD,116000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5942,5942,Data Analyst,Senior-level,Full-time,Remote,2022,United States,155000,USD,155000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5943,5943,Data Analyst,Senior-level,Full-time,Remote,2022,United States,120600,USD,120600,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5944,5944,Data Scientist,Mid-level,Full-time,On-site,2022,United States,130000,USD,130000,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
5945,5945,Data Scientist,Mid-level,Full-time,On-site,2022,United States,90000,USD,90000,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
5946,5946,Data Engineer,Mid-level,Full-time,Remote,2022,United States,170000,USD,170000,United States,Medium,2.0,1.0,Data Engineer,3,3,North America,5,North America,5
5947,5947,Data Analyst,Senior-level,Full-time,Remote,2022,United States,102100,USD,102100,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5948,5948,Data Analyst,Senior-level,Full-time,Remote,2022,United States,84900,USD,84900,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5949,5949,Data Scientist,Senior-level,Full-time,Remote,2022,United States,136620,USD,136620,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
5950,5950,Data Scientist,Senior-level,Full-time,Remote,2022,United States,99360,USD,99360,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
5951,5951,Data Scientist,Senior-level,Full-time,Remote,2022,United States,146000,USD,146000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
5952,5952,Data Analyst,Executive-level,Full-time,Remote,2022,United States,130000,USD,130000,United States,Medium,1.0,1.0,Data Analyst,2,2,North America,5,North America,5
5953,5953,Data Analyst,Executive-level,Full-time,Remote,2022,United States,110000,USD,110000,United States,Medium,1.0,1.0,Data Analyst,2,2,North America,5,North America,5
5954,5954,Data Analyst,Senior-level,Full-time,Remote,2022,United States,170000,USD,170000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5955,5955,Data Science Manager,Senior-level,Full-time,Remote,2022,United States,161342,USD,161342,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
5956,5956,Data Science Manager,Senior-level,Full-time,Remote,2022,United States,137141,USD,137141,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
5957,5957,Data Scientist,Senior-level,Full-time,Remote,2022,United States,167000,USD,167000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
5958,5958,Data Scientist,Senior-level,Full-time,Remote,2022,United States,211500,USD,211500,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
5959,5959,Data Scientist,Senior-level,Full-time,Remote,2022,United States,138600,USD,138600,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
5960,5960,Data Engineer,Senior-level,Full-time,On-site,2022,United States,160000,USD,160000,United States,Large,3.0,0.0,Data Engineer,3,3,North America,5,North America,5
5961,5961,Data Engineer,Senior-level,Full-time,On-site,2022,United States,113000,USD,113000,United States,Large,3.0,0.0,Data Engineer,3,3,North America,5,North America,5
5962,5962,Data Scientist,Senior-level,Full-time,On-site,2022,United States,95550,USD,95550,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
5963,5963,Data Analyst,Mid-level,Full-time,Remote,2022,United States,167000,USD,167000,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
5964,5964,Data Analyst,Mid-level,Full-time,Remote,2022,United States,115500,USD,115500,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
5965,5965,Data Engineer,Senior-level,Full-time,Remote,2022,United States,243900,USD,243900,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
5966,5966,Data Engineer,Senior-level,Full-time,Remote,2022,United States,156600,USD,156600,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
5967,5967,Data Analyst,Senior-level,Full-time,Remote,2022,United States,136600,USD,136600,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5968,5968,Data Engineer,Senior-level,Full-time,Remote,2022,United States,128875,USD,128875,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
5969,5969,Data Engineer,Senior-level,Full-time,Remote,2022,United States,93700,USD,93700,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
5970,5970,Head of Data Science,Executive-level,Full-time,Remote,2022,United States,224000,USD,224000,United States,Medium,1.0,1.0,Data Scientist,5,5,North America,5,North America,5
5971,5971,Head of Data Science,Executive-level,Full-time,Remote,2022,United States,167875,USD,167875,United States,Medium,1.0,1.0,Data Scientist,5,5,North America,5,North America,5
5972,5972,Analytics Engineer,Executive-level,Full-time,Remote,2022,United States,175000,USD,175000,United States,Medium,1.0,1.0,Data Analyst,2,2,North America,5,North America,5
5973,5973,Analytics Engineer,Executive-level,Full-time,Remote,2022,United States,135000,USD,135000,United States,Medium,1.0,1.0,Data Analyst,2,2,North America,5,North America,5
5974,5974,Data Scientist,Senior-level,Full-time,On-site,2022,United States,205300,USD,205300,United States,Large,3.0,0.0,Data Scientist,5,5,North America,5,North America,5
5975,5975,Data Scientist,Senior-level,Full-time,Remote,2022,United States,176000,USD,176000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
5976,5976,Data Engineer,Senior-level,Full-time,Remote,2022,United States,200100,USD,200100,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
5977,5977,Data Engineer,Senior-level,Full-time,On-site,2022,United States,70500,USD,70500,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
5978,5978,Data Engineer,Senior-level,Full-time,On-site,2022,United States,54000,USD,54000,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
5979,5979,Data Scientist,Senior-level,Full-time,On-site,2022,United States,205300,USD,205300,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
5980,5980,Data Scientist,Senior-level,Full-time,On-site,2022,United States,140400,USD,140400,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
5981,5981,Analytics Engineer,Senior-level,Full-time,On-site,2022,United States,205300,USD,205300,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5982,5982,Analytics Engineer,Senior-level,Full-time,On-site,2022,United States,184700,USD,184700,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5983,5983,Data Engineer,Senior-level,Full-time,Remote,2022,United States,175100,USD,175100,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
5984,5984,Data Engineer,Senior-level,Full-time,Remote,2022,United States,140250,USD,140250,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
5985,5985,Data Analyst,Senior-level,Full-time,Remote,2022,United States,116150,USD,116150,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5986,5986,Data Analyst,Senior-level,Full-time,Remote,2022,United States,99050,USD,99050,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5987,5987,Machine Learning Engineer,Senior-level,Full-time,Remote,2022,United States,214000,USD,214000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
5988,5988,Machine Learning Engineer,Senior-level,Full-time,Remote,2022,United States,192600,USD,192600,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
5989,5989,Data Architect,Senior-level,Full-time,Remote,2022,United States,266400,USD,266400,United States,Medium,3.0,1.0,Architecture / Modeling,0,0,North America,5,North America,5
5990,5990,Data Architect,Senior-level,Full-time,Remote,2022,United States,213120,USD,213120,United States,Medium,3.0,1.0,Architecture / Modeling,0,0,North America,5,North America,5
5991,5991,Data Scientist,Mid-level,Full-time,On-site,2022,United States,141300,USD,141300,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
5992,5992,Data Scientist,Mid-level,Full-time,On-site,2022,United States,102100,USD,102100,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
5993,5993,Data Engineer,Mid-level,Full-time,On-site,2022,United States,206699,USD,206699,United States,Medium,2.0,1.0,Data Engineer,3,3,North America,5,North America,5
5994,5994,Data Engineer,Mid-level,Full-time,On-site,2022,United States,99100,USD,99100,United States,Medium,2.0,1.0,Data Engineer,3,3,North America,5,North America,5
5995,5995,Data Engineer,Senior-level,Full-time,Remote,2022,United States,110500,USD,110500,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
5996,5996,Data Analyst,Senior-level,Full-time,Remote,2022,United States,80000,USD,80000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5997,5997,Data Analyst,Senior-level,Full-time,Remote,2022,United States,60000,USD,60000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
5998,5998,Data Scientist,Senior-level,Full-time,Remote,2022,United States,230000,USD,230000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
5999,5999,Data Analytics Manager,Senior-level,Full-time,Remote,2022,United States,150260,USD,150260,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
6000,6000,Data Analytics Manager,Senior-level,Full-time,Remote,2022,United States,109280,USD,109280,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
6001,6001,Data Scientist,Mid-level,Full-time,Remote,2022,United States,160000,USD,160000,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
6002,6002,Data Analyst,Senior-level,Full-time,On-site,2022,United States,129000,USD,129000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
6003,6003,Data Analyst,Senior-level,Full-time,Remote,2022,United States,69000,USD,69000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
6004,6004,Data Engineer,Senior-level,Full-time,Remote,2022,United States,25000,USD,25000,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
6005,6005,Data Analyst,Senior-level,Full-time,Remote,2022,United States,126500,USD,126500,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
6006,6006,Data Analyst,Senior-level,Full-time,Remote,2022,United States,106260,USD,106260,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
6007,6007,Data Engineer,Senior-level,Full-time,Remote,2022,United States,220110,USD,220110,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
6008,6008,Data Engineer,Senior-level,Full-time,Remote,2022,United States,160080,USD,160080,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
6009,6009,Data Analyst,Senior-level,Full-time,Remote,2022,United States,105000,USD,105000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
6010,6010,Data Analyst,Mid-level,Full-time,Remote,2022,United States,135000,USD,135000,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
6011,6011,Data Analyst,Mid-level,Full-time,Remote,2022,United States,50000,USD,50000,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
6012,6012,Data Scientist,Senior-level,Full-time,Remote,2022,United States,220000,USD,220000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
6013,6013,Machine Learning Engineer,Senior-level,Full-time,Remote,2022,United States,220000,USD,220000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
6014,6014,Machine Learning Engineer,Senior-level,Full-time,Remote,2022,United States,120000,USD,120000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
6015,6015,Data Scientist,Mid-level,Full-time,Remote,2022,United States,200000,USD,200000,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
6016,6016,Data Engineer,Executive-level,Full-time,Remote,2022,United States,324000,USD,324000,United States,Medium,1.0,1.0,Data Engineer,3,3,North America,5,North America,5
6017,6017,Data Engineer,Executive-level,Full-time,Remote,2022,United States,216000,USD,216000,United States,Medium,1.0,1.0,Data Engineer,3,3,North America,5,North America,5
6018,6018,Data Scientist,Senior-level,Full-time,Remote,2022,United States,185100,USD,185100,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
6019,6019,Data Scientist,Senior-level,Full-time,Remote,2022,United States,104890,USD,104890,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
6020,6020,Machine Learning Engineer,Mid-level,Full-time,Remote,2022,United States,120000,USD,120000,United States,Small,2.0,2.0,Machine Learning / AI,6,6,North America,5,North America,5
6021,6021,Applied Machine Learning Scientist,Mid-level,Full-time,Remote,2022,Bolivia,75000,USD,75000,United States,Large,2.0,0.0,Machine Learning / AI,6,6,South America,8,North America,5
6022,6022,Applied Data Scientist,Mid-level,Full-time,Remote,2022,United States,157000,USD,157000,United States,Large,2.0,0.0,Data Scientist,5,5,North America,5,North America,5
6023,6023,Data Engineer,Entry-level,Full-time,Remote,2022,United States,65000,USD,65000,United States,Small,0.0,2.0,Data Engineer,3,3,North America,5,North America,5
6024,6024,Head of Data,Senior-level,Full-time,Remote,2022,Malaysia,200000,USD,200000,United States,Medium,3.0,1.0,Management,7,7,Asia Developing,2,North America,5
6025,6025,Data Scientist,Senior-level,Full-time,Remote,2022,United States,165000,USD,165000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
6026,6026,Machine Learning Scientist,Mid-level,Full-time,Hybrid,2022,United States,153000,USD,153000,United States,Medium,2.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
6027,6027,Data Scientist,Senior-level,Full-time,Remote,2022,Brazil,100000,USD,100000,United States,Medium,3.0,1.0,Data Scientist,5,5,South America,8,North America,5
6028,6028,Data Science Manager,Senior-level,Full-time,Remote,2022,United States,152500,USD,152500,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
6029,6029,Research Scientist,Entry-level,Full-time,Remote,2022,United States,120000,USD,120000,United States,Large,0.0,0.0,Data Scientist,5,5,North America,5,North America,5
6030,6030,Data Scientist,Mid-level,Full-time,Remote,2022,United States,135000,USD,135000,United States,Large,2.0,0.0,Data Scientist,5,5,North America,5,North America,5
6031,6031,Data Analytics Lead,Senior-level,Full-time,Remote,2022,United States,405000,USD,405000,United States,Large,3.0,0.0,Data Analyst,2,2,North America,5,North America,5
6032,6032,Applied Data Scientist,Senior-level,Full-time,Remote,2022,United States,380000,USD,380000,United States,Large,3.0,0.0,Data Scientist,5,5,North America,5,North America,5
6033,6033,Applied Data Scientist,Senior-level,Full-time,Remote,2022,United States,177000,USD,177000,United States,Large,3.0,0.0,Data Scientist,5,5,North America,5,North America,5
6034,6034,Data Scientist,Mid-level,Full-time,Remote,2022,Russia,48000,USD,48000,United States,Small,2.0,2.0,Data Scientist,5,5,Eastern Europe,3,North America,5
6035,6035,Data Scientist,Mid-level,Freelance,Remote,2022,Canada,100000,USD,100000,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
6036,6036,Research Scientist,Senior-level,Full-time,Hybrid,2022,United States,144000,USD,144000,United States,Large,3.0,0.0,Data Scientist,5,5,North America,5,North America,5
6037,6037,Financial Data Analyst,Entry-level,Full-time,Hybrid,2022,United States,100000,USD,100000,United States,Large,0.0,0.0,Data Analyst,2,2,North America,5,North America,5
6038,6038,Data Engineer,Entry-level,Full-time,Remote,2022,United States,120000,USD,120000,United States,Medium,0.0,1.0,Data Engineer,3,3,North America,5,North America,5
6039,6039,Computer Vision Engineer,Entry-level,Full-time,On-site,2022,United States,125000,USD,125000,United States,Medium,0.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
6040,6040,Machine Learning Engineer,Senior-level,Full-time,Remote,2022,United Arab Emirates,120000,USD,120000,United Arab Emirates,Small,3.0,2.0,Machine Learning / AI,6,6,Middle East,4,Middle East,4
6041,6041,Machine Learning Engineer,Senior-level,Full-time,Remote,2022,United Arab Emirates,65000,USD,65000,United Arab Emirates,Small,3.0,2.0,Machine Learning / AI,6,6,Middle East,4,Middle East,4
6042,6042,Data Scientist,Mid-level,Full-time,Hybrid,2022,Turkey,25000,USD,25000,Turkey,Medium,2.0,1.0,Data Scientist,5,5,Middle East,4,Middle East,4
6043,6043,Data Analyst,Mid-level,Full-time,Hybrid,2022,Singapore,90000,SGD,65257,Singapore,Medium,2.0,1.0,Data Analyst,2,2,Asia Developed,1,Asia Developed,1
6044,6044,Research Engineer,Entry-level,Full-time,Remote,2022,Russia,15662,EUR,16455,Russia,Medium,0.0,1.0,Other,8,8,Eastern Europe,3,Eastern Europe,3
6045,6045,Data Science Manager,Executive-level,Full-time,On-site,2022,Uzbekistan,106000,USD,106000,Russia,Large,1.0,0.0,Data Scientist,5,5,Asia Developing,2,Eastern Europe,3
6046,6046,Data Engineer,Senior-level,Full-time,On-site,2022,Portugal,60000,EUR,63040,Portugal,Medium,3.0,1.0,Data Engineer,3,3,Western Europe,9,Western Europe,9
6047,6047,Data Engineer,Senior-level,Full-time,On-site,2022,Portugal,35000,EUR,36773,Portugal,Medium,3.0,1.0,Data Engineer,3,3,Western Europe,9,Western Europe,9
6048,6048,Data Engineer,Senior-level,Full-time,On-site,2022,Portugal,70000,EUR,73546,Portugal,Medium,3.0,1.0,Data Engineer,3,3,Western Europe,9,Western Europe,9
6049,6049,Data Engineer,Senior-level,Full-time,On-site,2022,Portugal,40000,EUR,42026,Portugal,Medium,3.0,1.0,Data Engineer,3,3,Western Europe,9,Western Europe,9
6050,6050,Lead Machine Learning Engineer,Senior-level,Full-time,Remote,2022,Portugal,66000,EUR,69344,Portugal,Large,3.0,0.0,Machine Learning / AI,6,6,Western Europe,9,Western Europe,9
6051,6051,Lead Data Scientist,Senior-level,Full-time,Hybrid,2022,Portugal,28500,EUR,29944,Portugal,Small,3.0,2.0,Data Scientist,5,5,Western Europe,9,Western Europe,9
6052,6052,Machine Learning Infrastructure Engineer,Mid-level,Full-time,Hybrid,2022,Portugal,53000,EUR,55685,Portugal,Large,2.0,0.0,Machine Learning / AI,6,6,Western Europe,9,Western Europe,9
